17:38:26.672 === PROOF LOOP START ===
17:52:44.166 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:52:46.088 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:52:47.522 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:52:49.176 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:52:50.623 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:52:52.587 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:52:54.193 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:52:55.849 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:52:57.242 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:52:58.617 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:53:00.096 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:53:01.711 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:53:03.282 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:53:04.937 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:53:06.409 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:53:07.859 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:53:09.292 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:53:10.800 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:53:12.327 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:53:13.762 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:53:15.421 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:53:16.814 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:53:18.608 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:53:20.119 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:53:21.718 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:53:23.159 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:53:24.924 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:53:26.515 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:53:28.059 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:53:29.653 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:53:31.395 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:53:32.834 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:53:34.262 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:53:35.781 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:53:37.953 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:53:39.360 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:53:40.868 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:53:42.381 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:53:44.170 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:53:46.065 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:53:47.931 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:53:49.508 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:53:50.927 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:53:52.376 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:53:53.967 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:53:55.463 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:53:57.144 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:53:58.528 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:53:59.962 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:54:01.453 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:54:02.978 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:54:04.488 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:54:06.171 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:54:07.540 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:54:09.072 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:54:10.456 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:54:12.223 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:54:13.702 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:54:15.301 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:54:17.346 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:54:18.928 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:54:20.395 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:54:22.156 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:54:24.240 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:54:26.214 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:54:27.965 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:54:29.993 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:54:31.451 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:54:32.995 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:54:34.693 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:54:36.719 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:54:39.015 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:54:41.067 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:54:47.094 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:54:51.290 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:54:53.386 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:54:56.934 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:54:59.618 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:55:01.672 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:55:07.035 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:55:09.414 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:55:11.663 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:55:14.178 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:55:17.341 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:55:20.594 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:55:24.038 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:55:28.473 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:55:30.037 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:55:31.851 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:55:33.760 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:55:35.442 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:55:37.392 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:55:40.148 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:55:42.098 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:55:43.664 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:55:45.076 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:55:46.650 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:55:48.191 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:55:49.957 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:55:51.600 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:55:52.962 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:55:54.590 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:55:56.125 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:55:58.075 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:55:59.879 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:56:01.396 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:56:02.838 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:56:04.319 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:56:05.935 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:56:07.620 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:56:09.789 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:56:11.553 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:56:13.264 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:56:14.800 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:56:16.361 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:56:18.329 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:56:20.893 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:56:23.376 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:56:25.402 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:56:27.208 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:56:28.890 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:56:31.000 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:56:32.560 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:56:34.752 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:56:36.303 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:56:38.551 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:56:40.448 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:56:42.129 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:56:43.769 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:56:45.299 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:56:47.994 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:56:49.530 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:56:51.513 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:56:53.090 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:56:54.721 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:56:56.207 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:56:59.345 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:57:01.636 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:57:03.563 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:57:05.227 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:57:06.713 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:57:08.304 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:57:10.307 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:57:12.107 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:57:13.928 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:57:15.481 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:57:17.781 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:57:19.274 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:57:21.592 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:57:23.219 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:57:24.673 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:57:26.210 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:57:27.834 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:57:29.919 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:57:31.513 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:57:33.368 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:57:34.890 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:57:36.373 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:57:37.973 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:57:39.736 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:57:41.459 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:57:43.263 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:57:44.874 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:57:46.326 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:57:48.072 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:57:50.014 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:57:51.538 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:57:53.020 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:57:54.837 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:57:56.395 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:57:58.409 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:58:00.231 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:58:01.876 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:58:03.837 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:58:05.613 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:58:07.815 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:58:09.343 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:58:11.092 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:58:12.749 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:58:14.243 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:58:15.792 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:58:18.198 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:58:19.678 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:58:21.396 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:58:23.468 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:58:24.941 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:58:26.585 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:58:28.552 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:58:30.297 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:58:31.901 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:58:33.697 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:58:36.287 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:58:37.994 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:58:42.471 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:58:44.872 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:58:47.225 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:58:50.394 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:58:54.850 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:58:58.441 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:59:01.412 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:59:05.134 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:59:09.713 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:59:13.539 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:59:16.460 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:59:20.581 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:59:23.291 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:59:26.252 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:59:30.324 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:59:33.502 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:59:36.725 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:59:39.495 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:59:42.432 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:59:45.744 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:59:50.669 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:59:54.077 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
17:59:57.058 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:00:00.967 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:00:04.618 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:00:09.480 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:00:12.683 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:00:17.402 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:00:21.137 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:00:24.072 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:00:27.106 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:00:32.402 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:00:35.725 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:00:38.815 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:00:41.262 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:00:46.461 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:00:48.490 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:00:50.733 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:00:52.657 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:00:54.459 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:00:56.443 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:00:59.634 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:01:02.162 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:01:03.795 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:01:06.186 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:01:08.222 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:01:09.876 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:01:11.578 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:01:13.383 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:01:14.900 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:01:16.486 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:01:19.738 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:01:21.375 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:01:23.094 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:01:24.924 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:01:26.405 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:01:27.941 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:01:29.589 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:01:31.262 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:01:32.907 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:01:34.806 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:01:37.200 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:01:39.120 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:01:40.979 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:01:42.707 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:01:44.279 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:01:45.897 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:01:47.364 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:01:49.547 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:01:51.038 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:01:53.702 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:01:55.446 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:01:57.259 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:02:00.303 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:02:01.992 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:02:04.023 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:02:05.811 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:02:07.634 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:02:10.550 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:02:12.124 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:02:13.803 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:02:15.543 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:02:17.137 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:02:18.915 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:02:21.281 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:02:23.303 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:02:24.972 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:02:26.506 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:02:28.138 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:02:29.901 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:02:31.559 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:02:33.200 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:02:34.677 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:02:36.303 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:02:37.844 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:02:39.721 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:02:41.952 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:02:54.065 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:02:56.070 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:02:58.218 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:02:59.901 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:03:01.561 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:03:03.761 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:03:05.453 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:03:07.011 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:03:09.114 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:03:10.765 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:03:12.500 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:03:14.250 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:03:15.726 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:03:17.157 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:03:19.268 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:03:20.959 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:03:22.654 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:03:24.563 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:03:26.592 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:03:28.766 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:03:30.825 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:03:32.688 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:03:34.500 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:03:36.170 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:03:37.696 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:03:39.835 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:03:41.598 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:03:44.194 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:03:45.747 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:03:47.249 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:03:48.868 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:03:50.501 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:03:52.222 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:03:53.806 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:03:55.537 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:03:57.086 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:03:58.575 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:04:00.399 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:04:02.052 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:04:04.330 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:04:05.974 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:04:07.453 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:04:09.417 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:04:11.185 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:04:13.192 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:04:14.843 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:04:16.298 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:04:17.733 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:04:19.496 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:04:21.091 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:04:22.583 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:04:24.232 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:04:25.634 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:04:26.989 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:04:28.409 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:04:30.100 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:04:32.227 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:04:34.255 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
18:04:35.660 AUTH=200 PROD=200 CART=200 ORD=200 PAY=403ok
